6983 aggregated trades from 04/20/2020 20:40:00 to 04/20/2020 20:55:05 (timestamp;price;isClosing5MinCandlePrice)
1587415357069;6852.9;0
1587415357373;6851.21;0
1587415357423;6851.26;0
1587415357438;6851.25;0
1587415357475;6851.25;0
1587415357506;6851.25;0
1587415357578;6850.59;0
1587415357680;6850.63;0
1587415357856;6851.26;0
1587415357876;6851.26;0
1587415357878;6851.25;0
1587415357895;6851.25;0
1587415357999;6851.26;0
1587415358105;6851.25;0
1587415358380;6851.25;0
1587415358956;6851.25;0
1587415359107;6851.25;0
1587415359827;6851.25;0
1587415360040;6851.25;0
1587415360500;6851.25;0
1587415360777;6851.36;0
1587415360778;6851.36;0
1587415360778;6851.37;0
1587415360875;6851.25;0
1587415361143;6851.25;0
1587415361158;6851.25;0
1587415361159;6851.25;0
1587415361181;6851.01;0
1587415361302;6850.71;0
1587415361454;6850.58;0
1587415361560;6850.57;0
1587415361630;6851.03;0
1587415361656;6850.57;0
1587415362096;6850.57;0
1587415362197;6850.57;0
1587415362348;6850.59;0
1587415362520;6850.59;0
1587415362616;6850.57;0
1587415362616;6850.27;0
1587415362737;6850.01;0
1587415362844;6849.69;0
1587415362954;6850.0;0
1587415363048;6850.0;0
1587415363105;6850.0;0
1587415363134;6850.01;0
1587415363235;6850.01;0
1587415363276;6850.0;0
1587415363312;6850.0;0
1587415363339;6850.01;0
1587415363376;6850.0;0
1587415363391;6850.0;0
1587415363453;6850.01;0
1587415363588;6850.01;0
1587415363790;6850.01;0
1587415363794;6850.0;0
1587415364106;6850.0;0
1587415364453;6850.0;0
1587415364567;6850.0;0
1587415364825;6850.0;0
1587415364825;6850.0;0
1587415364861;6850.01;0
1587415365112;6850.0;0
1587415365247;6850.0;0
1587415365519;6850.0;0
1587415365854;6850.0;0
1587415365858;6850.0;0
1587415366116;6850.0;0
1587415366116;6849.47;0
1587415366116;6849.06;0
1587415366357;6849.06;0
1587415367121;6849.06;0
1587415367203;6849.06;0
1587415367352;6849.06;0
1587415368041;6849.06;0
1587415368143;6849.06;0
1587415368471;6849.07;0
1587415368898;6849.06;0
1587415369757;6849.06;0
1587415370619;6849.06;0
1587415371091;6849.3;0
1587415371522;6849.07;0
1587415371522;6849.06;0
1587415372426;6849.06;0
1587415372603;6849.06;0
1587415372680;6849.52;0
1587415372910;6849.45;0
1587415372910;6849.48;0
1587415372935;6849.56;0
1587415373064;6849.13;0
1587415373341;6849.06;0
1587415373513;6849.06;0
1587415374269;6849.06;0
1587415374418;6849.63;0
1587415374418;6849.77;0
1587415374419;6849.77;0
1587415374461;6849.1;0
1587415374478;6849.77;0
1587415374555;6849.63;0
1587415374555;6849.77;0
1587415375183;6849.18;0
1587415375302;6849.67;0
1587415375360;6849.1;0
1587415375505;6849.67;0
1587415375505;6849.71;0
1587415375815;6849.66;0
1587415376113;6849.13;0
1587415376339;6849.23;0
1587415376463;6849.27;0
1587415376549;6849.24;0
1587415377101;6849.4;0
1587415377106;6850.0;0
1587415377207;6849.44;0
1587415378042;6849.49;0
1587415378086;6849.47;0
1587415378550;6850.0;0
1587415378557;6849.43;0
1587415379086;6849.5;0
1587415380086;6849.48;0
1587415380086;6849.43;0
1587415380996;6849.43;0
1587415381096;6849.42;0
1587415381096;6849.4;0
1587415381096;6849.24;0
1587415382138;6849.25;0
1587415382251;6849.25;0
1587415382251;6849.24;0
1587415382303;6849.24;0
1587415382417;6849.24;0
1587415382527;6849.24;0
1587415382616;6849.12;0
1587415383190;6849.14;0
1587415383710;6849.16;0
1587415384119;6849.09;0
1587415384204;6849.11;0
1587415384255;6849.12;0
1587415384316;6849.13;0
1587415384373;6849.14;0
1587415384433;6849.15;0
1587415385037;6849.43;0
1587415385320;6849.17;0
1587415385342;6849.46;0
1587415386345;6849.43;0
1587415386395;6849.16;0
1587415386501;6849.09;0
1587415387212;6849.11;0
1587415387487;6849.11;0
1587415387621;6849.1;0
1587415388031;6849.11;0
1587415388135;6849.11;0
1587415388212;6849.11;0
1587415388224;6849.11;0
1587415388456;6849.11;0
1587415388538;6849.1;0
1587415388538;6849.06;0
1587415388649;6849.43;0
1587415388666;6849.06;0
1587415388777;6849.06;0
1587415389522;6849.43;0
1587415389610;6849.06;0
1587415390684;6849.06;0
1587415391010;6849.06;0
1587415391602;6849.2;0
1587415391727;6849.16;0
1587415391769;6849.06;0
1587415392699;6849.07;0
1587415392821;6849.07;0
1587415392830;6849.28;0
1587415392853;6849.07;0
1587415393592;6849.35;0
1587415393732;6849.35;0
1587415393732;6849.5;0
1587415393959;6849.12;0
1587415394546;6849.06;0
1587415394965;6849.06;0
1587415395070;6849.06;0
1587415395258;6849.42;0
1587415396186;6849.13;0
1587415397314;6849.13;0
1587415397425;6849.5;0
1587415397571;6849.12;0
1587415397643;6849.5;0
1587415398173;6849.12;0
1587415398292;6849.5;0
1587415398447;6849.15;0
1587415398804;6849.5;0
1587415399259;6849.5;0
1587415399520;6849.49;0
1587415399626;6849.49;0
1587415400166;6849.49;0
1587415400328;6849.5;0
1587415400575;6849.49;0
1587415400827;6849.49;0
1587415400903;6849.5;0
1587415401173;6849.22;0
1587415401655;6849.22;0
1587415401737;6849.5;0
1587415401823;6849.5;0
1587415402750;6849.22;0
1587415403861;6849.22;0
1587415403983;6849.26;0
1587415404095;6849.15;0
1587415404411;6849.15;0
1587415404493;6849.19;0
1587415404589;6849.23;0
1587415404696;6849.23;0
1587415404729;6849.15;0
1587415404933;6849.15;0
1587415404975;6849.15;0
1587415404975;6849.11;0
1587415404975;6849.15;0
1587415404975;6849.11;0
1587415405022;6849.19;0
1587415405055;6849.15;0
1587415405149;6849.15;0
1587415405253;6849.11;0
1587415405638;6849.23;0
1587415405638;6849.36;0
1587415405782;6849.15;0
1587415405823;6849.36;0
1587415406116;6849.11;0
1587415407014;6849.17;0
1587415407257;6849.11;0
1587415407257;6849.06;0
1587415407332;6849.17;0
1587415407448;6849.06;0
1587415407462;6849.14;0
1587415407756;6849.14;0
1587415407847;6849.21;0
1587415407847;6849.22;0
1587415407847;6849.36;0
1587415407847;6849.41;0
1587415408206;6849.5;0
1587415408391;6849.49;0
1587415409467;6849.5;0
1587415409493;6849.5;0
1587415409531;6849.83;0
1587415409544;6849.84;0
1587415409699;6850.0;0
1587415409740;6850.0;0
1587415409761;6850.0;0
1587415409823;6849.9;0
1587415410034;6850.0;0
1587415410050;6850.0;0
1587415410694;6849.7;0
1587415411764;6849.99;0
1587415411840;6849.87;0
1587415412424;6849.98;0
1587415413085;6849.93;0
1587415413305;6849.98;0
1587415413565;6849.99;0
1587415413751;6849.99;0
1587415413773;6849.99;0
1587415414042;6849.83;0
1587415414361;6849.84;0
1587415414365;6849.99;0
1587415414365;6850.0;0
1587415414508;6849.88;0
1587415414988;6849.83;0
1587415415341;6849.99;0
1587415415635;6849.81;0
1587415415778;6849.99;0
1587415416363;6850.0;0
1587415416892;6850.09;0
1587415416892;6850.0;0
1587415416892;6849.86;0
1587415416892;6849.81;0
1587415416892;6849.8;0
1587415416899;6849.8;0
1587415417754;6849.81;0
1587415417785;6850.09;0
1587415418013;6850.16;0
1587415418196;6849.83;0
1587415418634;6850.16;0
1587415418742;6850.16;0
1587415419483;6849.81;0
1587415419983;6850.34;0
1587415420794;6849.81;0
1587415420922;6849.97;0
1587415421051;6849.97;0
1587415421128;6849.97;0
1587415422173;6849.83;0
1587415422796;6849.9;0
1587415422814;6849.9;0
1587415422908;6849.9;0
1587415423065;6849.9;0
1587415423065;6849.97;0
1587415423137;6849.97;0
1587415423244;6849.96;0
1587415423549;6849.83;0
1587415423582;6849.93;0
1587415423641;6849.93;0
1587415423741;6849.89;0
1587415423760;6849.86;0
1587415423877;6849.85;0
1587415424035;6849.86;0
1587415424404;6849.97;0
1587415424404;6850.07;0
1587415424942;6849.89;0
1587415425718;6849.89;0
1587415426366;6849.8;0
1587415427724;6849.93;0
1587415427807;6849.8;0
1587415428736;6849.99;0
1587415428736;6850.0;0
1587415429073;6849.99;0
1587415429073;6850.0;0
1587415429125;6850.0;0
1587415429265;6849.8;0
1587415429510;6849.81;0
1587415429611;6849.81;0
1587415429858;6850.0;0
1587415429963;6850.0;0
1587415430699;6849.8;0
1587415432061;6849.8;0
1587415432116;6849.8;0
1587415432452;6849.93;0
1587415432550;6849.89;0
1587415433536;6849.8;0
1587415433816;6849.81;0
1587415434465;6849.8;0
1587415434988;6849.8;0
1587415435554;6849.99;0
1587415435934;6849.99;0
1587415435989;6849.99;0
1587415435989;6850.0;0
1587415435989;6850.06;0
1587415435989;6850.07;0
1587415435989;6850.42;0
1587415435989;6850.7;0
1587415435989;6850.91;0
1587415435989;6851.16;0
1587415436270;6851.01;0
1587415436276;6850.35;0
1587415436334;6850.94;0
1587415436334;6851.14;0
1587415436360;6850.39;0
1587415436437;6850.42;0
1587415436437;6850.39;0
1587415436473;6850.35;0
1587415436542;6850.99;0
1587415436542;6851.15;0
1587415436542;6851.16;0
1587415436542;6851.59;0
1587415436567;6850.57;0
1587415436567;6850.07;0
1587415436684;6850.36;0
1587415436928;6850.36;0
1587415436928;6850.01;0
1587415437843;6849.97;0
1587415437938;6849.97;0
1587415437945;6850.0;0
1587415437948;6849.97;0
1587415438057;6849.99;0
1587415438146;6849.97;0
1587415438232;6849.97;0
1587415438232;6849.86;0
1587415438258;6849.86;0
1587415439477;6849.86;0
1587415439477;6849.82;0
1587415440118;6849.99;0
1587415440560;6850.0;0
1587415441030;6849.95;0
1587415441206;6849.99;0
1587415441206;6850.0;0
1587415441319;6850.02;0
1587415441514;6850.43;0
1587415441621;6850.28;0
1587415442200;6850.94;0
1587415442200;6851.01;0
1587415442200;6851.1;0
1587415442200;6851.14;0
1587415442496;6851.19;0
1587415442496;6851.41;0
1587415442496;6851.58;0
1587415442556;6850.3;0
1587415442556;6850.27;0
1587415442556;6849.99;0
1587415443006;6850.21;0
1587415443058;6851.11;0
1587415443058;6851.42;0
1587415443103;6850.21;0
1587415443416;6850.33;0
1587415443452;6850.33;0
1587415443526;6850.32;0
1587415443627;6850.46;0
1587415443727;6850.46;0
1587415443836;6850.22;0
1587415444106;6850.22;0
1587415444106;6849.95;0
1587415444120;6849.95;0
1587415444250;6850.12;0
1587415444786;6850.12;0
1587415444786;6850.06;0
1587415444786;6850.04;0
1587415444893;6850.04;0
1587415444994;6850.2;0
1587415444994;6850.04;0
1587415445110;6850.08;0
1587415445110;6850.04;0
1587415445208;6850.05;0
1587415445208;6850.04;0
1587415445313;6850.04;0
1587415445745;6850.09;0
1587415446247;6851.21;0
1587415446256;6851.23;0
1587415446256;6851.65;0
1587415446256;6851.71;0
1587415447386;6850.15;0
1587415448057;6850.39;0
1587415448910;6850.39;0
1587415449003;6850.39;0
1587415449035;6850.11;0
1587415449107;6850.39;0
1587415449567;6850.39;0
1587415450722;6850.16;0
1587415451221;6850.22;0
1587415451425;6850.22;0
1587415451558;6850.23;0
1587415452388;6850.39;0
1587415452571;6850.49;0
1587415452571;6850.4;0
1587415452571;6850.34;0
1587415452571;6850.19;0
1587415452982;6851.33;0
1587415453687;6851.33;0
1587415453687;6851.7;0
1587415453725;6851.7;0
1587415453725;6851.73;0
1587415453725;6851.97;0
1587415453736;6851.97;0
1587415453773;6852.0;0
1587415453773;6852.03;0
1587415453888;6852.04;0
1587415453909;6852.04;0
1587415453909;6852.0;0
1587415453909;6851.96;0
1587415454103;6852.96;0
1587415454104;6852.96;0
1587415454260;6852.96;0
1587415454264;6853.22;0
1587415454337;6853.22;0
1587415454337;6853.24;0
1587415454371;6853.21;0
1587415454422;6853.39;0
1587415454422;6853.99;0
1587415454461;6853.99;0
1587415454462;6853.99;0
1587415454466;6854.0;0
1587415454466;6854.07;0
1587415454466;6854.18;0
1587415454466;6854.81;0
1587415454466;6854.97;0
1587415454473;6854.28;0
1587415454535;6854.95;0
1587415454570;6854.92;0
1587415454586;6854.8;0
1587415454688;6854.86;0
1587415454749;6854.86;0
1587415454797;6854.86;0
1587415454919;6854.86;0
1587415455135;6855.0;0
1587415455194;6855.31;0
1587415455718;6854.71;0
1587415455718;6855.71;0
1587415456124;6855.36;0
1587415456124;6855.11;0
1587415457132;6855.12;0
1587415457725;6855.71;0
1587415457725;6856.51;0
1587415457725;6856.64;0
1587415458143;6855.7;0
1587415458251;6855.7;0
1587415458795;6856.43;0
1587415458902;6856.43;0
1587415459017;6856.55;0
1587415459116;6856.57;0
1587415459217;6856.75;0
1587415459332;6856.84;0
1587415459401;6856.85;0
1587415459401;6857.0;0
1587415459405;6857.0;0
1587415459405;6857.33;0
1587415459438;6856.99;0
1587415459480;6857.33;0
1587415459549;6857.32;0
1587415459610;6857.33;0
1587415459642;6857.32;0
1587415459642;6856.99;0
1587415459727;6857.33;0
1587415459746;6857.32;0
1587415459865;6857.68;0
1587415460056;6857.68;0
1587415460111;6857.69;0
1587415460159;6857.68;0
1587415460198;6857.88;0
1587415460223;6857.89;0
1587415460274;6857.0;0
1587415460291;6858.06;0
1587415460493;6857.56;0
1587415460493;6857.55;0
1587415461226;6857.82;0
1587415461330;6857.28;0
1587415461342;6857.91;0
1587415461342;6857.94;0
1587415461443;6857.0;0
1587415461551;6857.04;0
1587415461722;6858.04;0
1587415461723;6857.16;0
1587415461937;6858.03;0
1587415461937;6858.08;0
1587415462049;6858.08;0
1587415462049;6858.42;0
1587415462049;6858.73;0
1587415462049;6859.0;0
1587415462049;6859.1;0
1587415462049;6859.13;0
1587415462049;6859.54;0
1587415462057;6858.01;0
1587415462175;6858.18;0
1587415462273;6858.17;0
1587415462289;6859.05;0
1587415462290;6858.17;0
1587415462290;6858.06;0
1587415462290;6857.93;0
1587415462395;6857.6;0
1587415462490;6857.6;0
1587415463035;6857.39;0
1587415463084;6857.46;0
1587415463344;6857.85;0
1587415463504;6857.4;0
1587415463504;6857.2;0
1587415463504;6857.17;0
1587415463504;6857.16;0
1587415463677;6858.21;0
1587415463732;6857.62;0
1587415463732;6858.21;0
1587415463837;6858.2;0
1587415463864;6858.63;0
1587415463864;6859.42;0
1587415463864;6859.53;0
1587415463877;6859.53;0
1587415464011;6859.52;0
1587415464056;6859.57;0
1587415464159;6859.57;0
1587415464243;6859.58;0
1587415464248;6859.57;0
1587415464259;6859.73;0
1587415464297;6860.0;0
1587415464304;6859.73;0
1587415464407;6859.86;0
1587415464463;6859.9;0
1587415464496;6859.9;0
1587415464559;6859.92;0
1587415464563;6859.92;0
1587415464581;6859.91;0
1587415464691;6859.95;0
1587415464791;6859.99;0
1587415464887;6859.99;0
1587415464997;6859.99;0
1587415465096;6858.63;0
1587415465445;6859.65;0
1587415465473;6858.91;0
1587415465732;6859.71;0
1587415465732;6859.97;0
1587415465941;6859.31;0
1587415466052;6859.34;0
1587415466254;6859.96;0
1587415466318;6859.97;0
1587415466359;6859.96;0
1587415466362;6859.96;0
1587415466417;6860.0;0
1587415466468;6859.99;0
1587415466546;6860.0;0
1587415466577;6859.96;0
1587415466683;6859.99;0
1587415466787;6859.96;0
1587415466847;6859.96;0
1587415466858;6859.97;0
1587415466906;6859.96;0
1587415466906;6860.0;0
1587415466906;6860.26;0
1587415467230;6860.25;0
1587415467323;6860.3;0
1587415467442;6860.42;0
1587415467532;6860.42;0
1587415467648;6860.42;0
1587415467742;6860.68;0
1587415467742;6860.93;0
1587415468241;6859.85;0
1587415468272;6860.93;0
1587415468409;6861.56;0
1587415468441;6861.57;0
1587415468459;6861.56;0
1587415468512;6861.56;0
1587415468573;6861.57;0
1587415468615;6861.56;0
1587415468731;6861.56;0
1587415468826;6861.56;0
1587415468931;6861.56;0
1587415469040;6861.56;0
1587415469144;6861.56;0
1587415469241;6861.57;0
1587415469360;6862.1;0
1587415469402;6862.11;0
1587415469491;6862.33;0
1587415469503;6862.34;0
1587415469503;6862.79;0
1587415469511;6862.79;0
1587415469568;6862.78;0
1587415469673;6862.91;0
1587415469694;6863.26;0
1587415469694;6863.29;0
1587415469694;6863.81;0
1587415469739;6863.93;0
1587415469739;6864.01;0
1587415469776;6864.0;0
1587415469813;6864.0;0
1587415469816;6864.0;0
1587415469885;6864.0;0
1587415469925;6864.0;0
1587415470003;6863.26;0
1587415470021;6863.95;0
1587415470058;6862.02;0
1587415470088;6862.03;0
1587415470201;6862.05;0
1587415470304;6862.05;0
1587415470328;6863.28;0
1587415470328;6863.3;0
1587415470506;6862.4;0
1587415471044;6862.05;0
1587415471261;6861.57;0
1587415471263;6861.57;0
1587415472126;6861.57;0
1587415472333;6861.58;0
1587415472574;6861.86;0
1587415472574;6861.89;0
1587415472616;6861.57;0
1587415472616;6861.01;0
1587415472629;6861.01;0
1587415472842;6861.05;0
1587415472942;6861.06;0
1587415473575;6861.98;0
1587415473575;6861.99;0
1587415473575;6862.29;0
1587415473575;6862.33;0
1587415473797;6861.16;0
1587415474116;6861.28;0
1587415474116;6861.27;0
1587415474332;6861.9;0
1587415474778;6861.78;0
1587415474778;6861.25;0
1587415475400;6861.0;0
1587415475400;6860.97;0
1587415475432;6860.97;0
1587415475439;6860.97;0
1587415475439;6860.94;0
1587415475449;6860.94;0
1587415475449;6860.93;0
1587415475465;6860.93;0
1587415475465;6860.0;0
1587415475465;6859.94;0
1587415475465;6859.85;0
1587415475474;6860.01;0
1587415475546;6859.85;0
1587415475579;6859.85;0
1587415475579;6859.55;0
1587415475601;6859.55;0
1587415475615;6859.51;0
1587415475615;6859.23;0
1587415475616;6859.23;0
1587415475644;6859.23;0
1587415475659;6859.23;0
1587415475663;6859.24;0
1587415475691;6859.05;0
1587415475719;6859.04;0
1587415475768;6858.9;0
1587415475795;6858.9;0
1587415475893;6858.86;0
1587415476103;6858.33;0
1587415476106;6857.87;0
1587415476148;6858.29;0
1587415476207;6857.96;0
1587415476219;6857.96;0
1587415476249;6857.84;0
1587415476249;6857.63;0
1587415476320;6857.93;0
1587415476329;6857.93;0
1587415476428;6857.88;0
1587415476569;6857.84;0
1587415476640;6857.8;0
1587415477128;6857.92;0
1587415477320;6857.92;0
1587415477380;6857.92;0
1587415477621;6857.71;0
1587415477771;6857.92;0
1587415478207;6857.92;0
1587415478207;6858.26;0
1587415478207;6859.8;0
1587415478207;6859.81;0
1587415478227;6859.81;0
1587415478369;6859.82;0
1587415479777;6859.81;0
1587415480047;6860.17;0
1587415480252;6860.49;0
1587415480423;6860.64;0
1587415480515;6860.64;0
1587415480634;6860.64;0
1587415480665;6860.64;0
1587415480793;6860.64;0
1587415480899;6860.64;0
1587415480944;6860.63;0
1587415481021;6860.64;0
1587415481214;6860.64;0
1587415481319;6860.63;0
1587415481338;6860.64;0
1587415481504;6860.64;0
1587415481509;6860.64;0
1587415481537;6861.57;0
1587415481562;6861.58;0
1587415481640;6861.58;0
1587415481825;6861.58;0
1587415482749;6861.58;0
1587415482749;6862.1;0
1587415482823;6862.1;0
1587415482920;6862.09;0
1587415482923;6862.09;0
1587415483009;6862.09;0
1587415483015;6862.09;0
1587415483120;6862.09;0
1587415483169;6862.1;0
1587415483197;6862.1;0
1587415483222;6862.09;0
1587415483324;6862.09;0
1587415483441;6862.09;0
1587415483512;6862.09;0
1587415483542;6862.09;0
1587415483596;6862.1;0
1587415483656;6862.09;0
1587415483690;6862.1;0
1587415483751;6862.1;0
1587415483758;6862.1;0
1587415483770;6862.09;0
1587415483915;6862.1;0
1587415484134;6862.1;0
1587415484163;6862.1;0
1587415484180;6862.1;0
1587415484201;6862.1;0
1587415484220;6862.26;0
1587415484298;6862.62;0
1587415484493;6862.65;0
1587415484593;6862.64;0
1587415484702;6862.67;0
1587415484801;6862.99;0
1587415484895;6863.0;0
1587415484942;6863.0;0
1587415484998;6863.0;0
1587415485673;6863.0;0
1587415485673;6862.09;0
1587415485673;6862.09;0
1587415485674;6862.09;0
1587415485675;6862.09;0
1587415485677;6862.09;0
1587415485679;6862.09;0
1587415485679;6862.09;0
1587415485680;6862.09;0
1587415485680;6861.91;0
1587415485680;6861.91;0
1587415485680;6861.74;0
1587415485680;6861.62;0
1587415485680;6861.62;0
1587415485681;6861.62;0
1587415485681;6861.62;0
1587415485682;6861.62;0
1587415485682;6861.62;0
1587415485682;6861.62;0
1587415485683;6861.62;0
1587415485683;6861.62;0
1587415485684;6861.62;0
1587415485684;6860.99;0
1587415485684;6860.99;0
1587415485684;6860.66;0
1587415485685;6860.66;0
1587415485685;6860.66;0
1587415485685;6860.66;0
1587415485686;6860.66;0
1587415485686;6860.66;0
1587415485686;6860.66;0
1587415485686;6860.66;0
1587415485687;6860.66;0
1587415485688;6861.0;0
1587415485688;6861.0;0
1587415485688;6860.66;0
1587415485696;6860.66;0
1587415485718;6863.32;0
1587415485846;6862.0;0
1587415485951;6862.0;0
1587415486067;6862.0;0
1587415486186;6862.0;0
1587415486272;6862.0;0
1587415486396;6862.0;0
1587415486794;6862.0;0
1587415486812;6862.01;0
1587415486825;6862.0;0
1587415486836;6862.0;0
1587415486836;6861.99;0
1587415486864;6861.99;0
1587415486864;6861.76;0
1587415486940;6861.43;0
1587415487585;6860.62;0
1587415487634;6860.61;0
1587415487634;6860.6;0
1587415487634;6859.89;0
1587415487841;6859.9;0
1587415487928;6859.9;0
1587415488147;6861.59;0
1587415488188;6861.58;0
1587415488380;6861.68;0
1587415488380;6863.09;0
1587415488396;6861.58;0
1587415488423;6861.98;0
1587415488423;6863.04;0
1587415488831;6861.59;0
1587415488831;6861.58;0
1587415488876;6861.63;0
1587415488876;6861.58;0
1587415489882;6861.91;0
1587415490090;6861.59;0
1587415490090;6861.58;0
1587415490689;6862.66;0
1587415490911;6861.58;0
1587415491088;6862.62;0
1587415491337;6862.33;0
1587415491439;6862.33;0
1587415491554;6862.33;0
1587415491662;6862.33;0
1587415491708;6862.33;0
1587415491761;6862.33;0
1587415491855;6862.33;0
1587415491855;6861.71;0
1587415491855;6861.59;0
1587415491855;6861.58;0
1587415491887;6861.58;0
1587415492150;6862.36;0
1587415492150;6862.4;0
1587415492567;6861.74;0
1587415492569;6861.74;0
1587415492569;6861.7;0
1587415493454;6861.59;0
1587415493469;6861.59;0
1587415494622;6862.43;0
1587415494622;6862.46;0
1587415495214;6861.59;0
1587415495214;6861.58;0
1587415495747;6862.2;0
1587415495747;6862.24;0
1587415496254;6862.47;0
1587415496907;6862.1;0
1587415497846;6862.1;0
1587415497846;6861.7;0
1587415497846;6861.58;0
1587415497922;6861.63;0
1587415497943;6861.62;0
1587415498027;6861.59;0
1587415498483;6861.58;0
1587415498487;6861.58;0
1587415498487;6860.42;0
1587415498487;6860.15;0
1587415498508;6860.15;0
1587415498660;6860.16;0
1587415498804;6860.16;0
1587415499638;6860.0;0
1587415499651;6859.87;1
1587415500195;6859.87;0
1587415500203;6859.86;0
1587415500251;6859.86;0
1587415500251;6859.84;0
1587415500251;6859.82;0
1587415500251;6859.81;0
1587415501790;6859.81;0
1587415502037;6859.81;0
1587415502194;6859.82;0
1587415503168;6859.81;0
1587415503318;6859.82;0
1587415503854;6859.81;0
1587415503871;6859.82;0
1587415503871;6859.86;0
1587415503871;6859.87;0
1587415503871;6860.0;0
1587415504156;6860.1;0
1587415505704;6860.0;0
1587415506078;6860.05;0
1587415506078;6860.1;0
1587415506078;6860.5;0
1587415506078;6860.51;0
1587415506078;6860.87;0
1587415506078;6861.14;0
1587415506078;6861.17;0
1587415506105;6861.16;0
1587415506105;6861.17;0
1587415506105;6861.32;0
1587415506255;6861.03;0
1587415506281;6860.11;0
1587415506353;6861.18;0
1587415506456;6861.27;0
1587415506892;6861.27;0
1587415506892;6861.93;0
1587415506892;6862.0;0
1587415507541;6861.29;0
1587415508524;6861.86;0
1587415509152;6861.37;0
1587415509152;6861.86;0
1587415509414;6861.27;0
1587415509414;6861.24;0
1587415511243;6861.66;0
1587415511292;6861.39;0
1587415511537;6861.66;0
1587415511872;6861.66;0
1587415512372;6861.66;0
1587415512380;6861.66;0
1587415512380;6861.67;0
1587415512398;6861.67;0
1587415512420;6861.67;0
1587415512453;6862.11;0
1587415512453;6862.25;0
1587415512453;6862.37;0
1587415512453;6862.39;0
1587415512461;6862.39;0
1587415512778;6862.39;0
1587415513193;6862.52;0
1587415513268;6862.56;0
1587415514400;6862.46;0
1587415514621;6862.47;0
1587415515428;6862.0;0
1587415515428;6861.86;0
1587415515428;6861.86;0
1587415515963;6863.0;0
1587415516174;6863.0;0
1587415516485;6863.0;0
1587415516485;6862.51;0
1587415516485;6861.87;0
1587415516485;6861.67;0
1587415516485;6861.18;0
1587415516485;6861.09;0
1587415516485;6860.84;0
1587415516485;6860.83;0
1587415516485;6860.78;0
1587415516485;6860.6;0
1587415516485;6860.55;0
1587415516485;6860.17;0
1587415516592;6862.94;0
1587415516592;6862.95;0
1587415516592;6863.21;0
1587415516592;6863.26;0
1587415516592;6863.46;0
1587415516592;6863.99;0
1587415516592;6864.0;0
1587415516592;6864.42;0
1587415516685;6862.9;0
1587415516704;6863.24;0
1587415516704;6864.41;0
1587415516704;6864.41;0
1587415516707;6864.41;0
1587415516746;6863.23;0
1587415516865;6864.46;0
1587415516920;6864.08;0
1587415516920;6864.46;0
1587415516920;6864.99;0
1587415516920;6865.0;0
1587415517004;6864.99;0
1587415517051;6864.99;0
1587415517155;6864.69;0
1587415517255;6864.72;0
1587415517258;6865.0;0
1587415517305;6865.0;0
1587415517353;6864.76;0
